gene_name	omim_inheritance	omim_phenotype
FSGS2	AD	glomerulosclerosis, focal segmental, 2, 603965 (3),
FSHA		
FSHB	AR	hypogonadotropic hypogonadism 24 without anosmia, 229070 (3),
FSHD2	AD	fascioscapulohumeral muscular dystrophy 2, digenic, 158901 (3), digenic ; bosma arhinia microphthalmia syndrome, 603457 (3),
FSHPRH1		
FSHR	AD,AR	ovarian hyperstimulation syndrome, 608115 (3), ; ovarian dysgenesis 1, 233300 (3), ; ovarian response to fsh stimulation, 276400 (3),
FSHRO	AD,AR	ovarian hyperstimulation syndrome, 608115 (3), ; ovarian dysgenesis 1, 233300 (3), ; ovarian response to fsh stimulation, 276400 (3),
FSIP1		
FSIP2	AR	spermatogenic failure 34, 618153 (3),
FSL1		
fsMyBP-C		
FSP		
FSP-2		
FSP1	AD	spastic paraplegia 3a, 182600 (3), ; neuropathy, hereditary sensory, type id, 613708 (3),
FSP2	AD	spastic paraplegia 4, 182601 (3),
Fsp27	AR	?lipodystrophy, familial partial, type 5, 615238 (3),
FSRG1		
FSRP		
FSSV	AD,AD	arthrogryposis, distal, type 2b1, 601680 (3), |arthrogryposis, distal, type 2b2, 618435 (3),
FST		
FSTL1		
FSTL2	AR	retinal arterial macroaneurysm with supravalvular pulmonic stenosis, 614224 (3),
FSTL3		
FT1A		[fucosyltransferase 6 deficiency], 613852 (3)
FTCD	AR	glutamate formiminotransferase deficiency, 229100 (3),
FTCDNL1		
FTDCR1B		
FTDP-17	AD,MF,AR	pick disease, 172700 (3), ; dementia, frontotemporal, with or without parkinsonism, 600274 (3), ; {parkinson disease, susceptibility to}, 168600 (3), ; supranuclear palsy, progressive, 601104 (3), ; supranuclear palsy, progressive atypical, 260540 (3),
fTEX		
FTF		
FTH	AD	?hemochromatosis, type 5, 615517 (3),
FTH1	AD	?hemochromatosis, type 5, 615517 (3),
FTHFD		
FTHFSDC1		
FTHL17		
FTHL6	AD	?hemochromatosis, type 5, 615517 (3),
FTL	AD,AR	hyperferritinemia-cataract syndrome, 600886 (3), ; neurodegeneration with brain iron accumulation 3, 606159 (3), ; l-ferritin deficiency, and , 615604 (3),
FTM	AR	?coach syndrome 3, 619113 (3); meckel syndrome 5, 611561 (3), ; joubert syndrome 7, 611560 (3),
FTMT		
FTNB		
FTNS	AD	deafness, 17, 603622 (3), ; macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, 155100 (3),
FTO	AR	growth retardation, developmental delay, facial dysmorphism, 612938 (3), ; {obesity, susceptibility to, bmiq14}, 612460 (3),
FTP3	XL,XLD	mental retardation, syndromic, bain type, 300986 (3),
FTS		
FTSJ1	XL,XLR	mental retardation, 9/44, 309549 (3),
FTSJ2	AR	?mitochondrial dna depletion syndrome 17, 618567 (3),
FTSJ3		
FTSJD1		
FTSJD2		
FTX		
FTZ-F1		
FTZ-F1beta		
FTZ1	AD	adrenocortical insufficiency, 612964 (3), ; 46, xx sex reversal 4, 617480 (3), ; premature ovarian failure 7, 612964 (3), ; spermatogenic failure 8, 613957 (3), ; 46xy sex reversal 3, 612965 (3),
FTZF1	AD	adrenocortical insufficiency, 612964 (3), ; 46, xx sex reversal 4, 617480 (3), ; premature ovarian failure 7, 612964 (3), ; spermatogenic failure 8, 613957 (3), ; 46xy sex reversal 3, 612965 (3),
FU		
Fub1		
Fubi		
FUBP		
FUBP1		
FUBP2		
FUBP3		
FUC-TIV		
Fuc-TIX		
FUC-TV		
FUCA1	AR	fucosidosis, 230000 (3),
FUCA2		
FUCD		
FucM		
FucT-VI		[fucosyltransferase 6 deficiency], 613852 (3)
FUCT1	AR	congenital disorder of glycosylation, type iic, 266265 (3),
FucU		
Fug1		
FUK	AR	congenital disorder of glycosylation with defective fucosylation 2, 618324 (3),
FUN20		
FUNDC1		
FUNDC2		
FUOM		
FUP1		
FUR		
FUR1		
FURIN		
FUS	AD	amyotrophic lateral sclerosis 6, with or without frontotemporal dementia, 608030 (3); essential tremor, hereditary, 4, 614782 (3),
FUS1	AD	amyotrophic lateral sclerosis 6, with or without frontotemporal dementia, 608030 (3); essential tremor, hereditary, 4, 614782 (3),
FUS2		
fusin	AD	myelokathexis, isolated (3); whim syndrome, 193670 (3),
FUSIP1		
FUSIP2		
Fussel-18		
FUSSEL15		
FUSSEL18		
FUT1	AR	[bombay phenotype], 616754 (3),
FUT10		
FUT11		
FUT12	AD	dowling-degos disease 2, 615327 (3),
FUT13		
FUT2	AR	{vitamin b12 plasma level qtl1}, 612542 (3); [bombay phenotype, digenic], 616754 (3), ; {norwalk virus infection, resistance to} (3)
FUT3		[blood group, lewis], 618983 (3)
FUT4		
FUT5		
FUT6		[fucosyltransferase 6 deficiency], 613852 (3)
FUT7		
FUT8	AR	congenital disorder of glycosylation with defective fucosylation 1, 618005 (3),
FUT9		
FUZ	AD	{neural tube defects, susceptibility to}, 182940 (3),
FVIII	XLR,XL	hemophilia a, 306700 (3),
FVSY9334		
FVT1	AR	erythrokeratodermia variabilis et progressiva 4, 617526 (3),
Fwd1		
Fwd2		
FWP007	AD	{alzheimer disease, susceptibility to}, 104300 (3),
FX		
FXC1		
FXI	AD,AR	factor xi deficiency, 612416 (3); factor xi deficiency, 612416 (3)
FXIIIB	AR	factor xiiib deficiency, 613235 (3),
FXN	AR	friedreich ataxia with retained reflexes, 229300 (3), ; friedreich ataxia, 229300 (3),
FXNA		
FXR	AR	cholestasis, progressive familial intrahepatic, 5, 617049 (3),
FXR1	AR	?myopathy, congenital proximal, with minicore lesions, 618823 (3), ; ?myopathy, congenital, with respiratory insufficiency and bone fractures, 618822 (3),
FXR2		
FXY	XLR,XL	opitz gbbb syndrome, type i, 300000 (3),
FXY2	XL,XLR	?mental retardation, 101, 300928 (3),
FXYD1		
FXYD2	AD	hypomagnesemia 2, renal, 154020 (3),
FXYD3		
FXYD4		
FXYD5		
FXYD6		
FXYD7		
Fy	AD	{neural tube defects, susceptibility to}, 182940 (3),
FY	AR,AD	{malaria, vivax, protection against}, 611162 (3); [blood group, duffy system], 110700 (3), ; [white blood cell count qtl], 611862 (3),
FYB	AR	thrombocytopenia 3, 273900 (3),
FYB-120/130	AR	thrombocytopenia 3, 273900 (3),
FYB1	AR	thrombocytopenia 3, 273900 (3),
FYB2		
FYCO1	AR	cataract 18, 610019 (3),
FYN		
FYTTD1		
FYVE-DSP1		
FZD1		
FZD10		
FZD11	AR	curry-jones syndrome, somatic mosaic, 601707 (3); pallister-hall-like syndrome, 241800 (3), ; basal cell carcinoma, somatic, 605462 (3)
FZD2	AD	omodysplasia 2, 164745 (3),
FZD3		
FZD4	AD	exudative vitreoretinopathy 1, 133780 (3), ; retinopathy of prematurity, 133780 (3),
FZD5		
FZD6	AR	nail disorder, nonsyndromic congenital, 1, 161050 (3),
FZD7		
FZD8		
FZD9		
FzE3		
FZR		
FZR1		
FZR2		
FZRB	MF	{osteoarthritis susceptibility 1}, 165720 (3),
G-ALPHA-o	AD	developmental and epileptic encephalopathy 17, 615473 (3), ; neurodevelopmental disorder with involuntary movements, 617493 (3),
G-ALPHA-q		sturge-weber syndrome, somatic, mosaic, 185300 (3); capillary malformations, congenital, 1, somatic, mosaic, 163000 (3)
G-BBH		
G-CK	AR	raine syndrome, 259775 (3),
G-CSF		
G(gamma)13		
G0S19-1		{hiv infection, resistance to}, 609423 (2)
G0S19-2		{hiv/aids, susceptibility to}, 609423 (3)
G0S2		
G0S24		
G0S3		
G0S30		
G0S8		
G10		
G10P1		
G10P2		
G11		
G12-like		
G13		
g16		
G16		
G17		
G17P1		
G18		{malaria, susceptibility to}, 611162 (3); {tuberculosis, susceptibility to}, 607948 (3); {bacteremia, susceptibility to}, 614383 (3)
G18.1a		
G18.1b		
G18.2		
G19P1	AD	polycystic liver disease 1, 174050 (3),
G1L		
G1P1	AD,AR	dyschromatosis symmetrica hereditaria, 127400 (3), ; aicardi-goutieres syndrome 6, 615010 (3),
G1P2	AR	immunodeficiency 38, 616126 (3),
G1P3		
G1RZFP		
G1SYN		
G2		
G22P1		
G25K	AD	takenouchi-kosaki syndrome, 616737 (3),
G2A		
G2AD		
G2AN	AD	polycystic kidney disease 3, 600666 (3),
G2E3		
G2SYN		
G3		
G30		
G344	AR	hemolytic anemia, cd59-mediated, with or without immune-mediated polyneuropathy, 612300 (3),
G3a		
G3BP		
G3BP1		
G4-1	AR,AD	gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy, 618419 (3), ; spermatogenic failure 36, 618420 (3),
G4.5	XLR,XL	barth syndrome, 302060 (3),
G5		
G5b		
G5c		
G5PR	AR,AD	gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy, 618419 (3), ; spermatogenic failure 36, 618420 (3),
G6A		
G6b	AR	?thrombocytopenia, anemia, and myelofibrosis, 617441 (3),
G6b-B	AR	?thrombocytopenia, anemia, and myelofibrosis, 617441 (3),
G6c		
G6D		
G6e		
G6f		
G6PC	AR	glycogen storage disease ia, 232200 (3),
G6PC1	AR	glycogen storage disease ia, 232200 (3),
G6PC2		
G6PC3	AR	dursun syndrome, 612541 (3), ; neutropenia, severe congenital 4, 612541 (3),
G6PD	XLD,XL	hemolytic anemia, g6pd deficient (favism), 300908 (3), ; {resistance to malaria due to g6pd deficiency}, 611162 (3)
G6PD1	XLD,XL	hemolytic anemia, g6pd deficient (favism), 300908 (3), ; {resistance to malaria due to g6pd deficiency}, 611162 (3)
G6PT	AR	glycogen storage disease ia, 232200 (3),
G6PT1	AR	glycogen storage disease ic, 232240 (3), ; glycogen storage disease ib, 232220 (3),
G6PT2	AR	glycogen storage disease ic, 232240 (3), ; glycogen storage disease ib, 232220 (3),
G6PT3	AR	glycogen storage disease ic, 232240 (3), ; glycogen storage disease ib, 232220 (3),
G7	AR	?premature ovarian failure 13, 617442 (3),
G72	AD	{schizophrenia}, 181500 (2),
G7a	AR	combined oxidative phosphorylation deficiency 20, 615917 (3),
G7b		
G7c		
G7P1		
G8		
G9A		
GA		
GA17		
GA2	AR	glutaric acidemia iia, 231680 (3),
GA733-1	AR	corneal dystrophy, gelatinous drop-like, 204870 (3),
GA733-2	AR	colorectal cancer, hereditary nonpolyposis, type 8, 613244 (3); diarrhea 5, with tufting enteropathy, congenital, 613217 (3),
GAA	AR	glycogen storage disease ii, 232300 (3),
GAA1	AR	glycosylphosphatidylinositol biosynthesis defect 15, 617810 (3),
GAAP		
GAB1	AR,AR	?deafness, 26, 605428 (3), |neurodevelopmental disorder with brain anomalies, seizures, and scoliosis, 618590 (3),
GAB2		
GAB3		
GABA-T	AR	gaba-transaminase deficiency, 613163 (3),
GABABL		
GABABR2	AD	neurodevelopmental disorder with poor language and loss of hand skills, 617903 (3), ; {nicotine dependence, susceptibility to}, 188890 (3); {nicotine dependence, protection against}, 188890 (3); developmental and epileptic encephalopathy 59, 617904 (3),
Gababrbp		
GABARAP		
GABARAPL1		
GABARAPL2		
GABAT	AR	gaba-transaminase deficiency, 613163 (3),
GABATHG	AD	myoclonic-atonic epilepsy, 616421 (3),
GABATR	AD	myoclonic-atonic epilepsy, 616421 (3),
GABBR1		
GABBR2	AD	neurodevelopmental disorder with poor language and loss of hand skills, 617903 (3), ; {nicotine dependence, susceptibility to}, 188890 (3); {nicotine dependence, protection against}, 188890 (3); developmental and epileptic encephalopathy 59, 617904 (3),
GABPA		
GABPB		
GABPB1		
GABPB2		
GABRA1	AD	{epilepsy, childhood absence, susceptibility to, 4}, 611136 (3); developmental and epileptic encephalopathy 19, 615744 (3), ; {epilepsy, juvenile myoclonic, susceptibility to, 5}, 611136 (3)
GABRA2	MF,AD	{alcohol dependence, susceptibility to}, 103780 (3), ; developmental and epileptic encephalopathy 78, 618557 (3),
GABRA3		
GABRA4		
GABRA5	AD	developmental and epileptic encephalopathy 79, 618559 (3),
GABRA6		
GABRB1	AD	developmental and epileptic encephalopathy 45, 617153 (3),
GABRB2	AD	developmental and epileptic encephalopathy 92, 617829 (3),
GABRB3	AD	{epilepsy, childhood absence, susceptibility to, 5}, 612269 (3); developmental and epileptic encephalopathy 43, 617113 (3),
GABRD	AD	{epilepsy, juvenile myoclonic, susceptibility to}, 613060 (3), ; {epilepsy, idiopathic generalized, 10}, 613060 (3), ; {epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}, 613060 (3),
GABRE		
GABRG1		
GABRG2	AD	febrile seizures, familial, 8, 607681 (3), ; developmental and epileptic encephalopathy 74, 618396 (3), ; epilepsy, generalized, with febrile seizures plus, type 3, 607681 (3),
GABRG3		
GABRP		
GABRQ		
GABRR1		
GABRR2		
GABRR3		
GAC-1		
GAC1		
GAC63	AR	?birk-landau-perez syndrome, 617595 (3),
GACAT2		
GACAT3		
GAD	AR	?cerebral palsy, spastic quadriplegic, 1, 603513 (3), ; developmental and epileptic encephalopathy 89, 619124 (3),
GAD1	AR	?cerebral palsy, spastic quadriplegic, 1, 603513 (3), ; developmental and epileptic encephalopathy 89, 619124 (3),
GAD2		
GAD65		
GADD153		
GADD33		
GADD34		
GADD45		
GADD45A		
GADD45B		
GADD45BETA		
GADD45G		
GADD45gamma		
GADD45GIP1		
GADL1		
GADS		
GAF1		
GAGE-7		
GAGE-9		
GAGE1		
GAGE10		
GAGE11		
GAGE12A		
GAGE12C		
GAGE12D		
GAGE12E		
GAGE12F		
GAGE12G		
GAGE12H		
GAGE12I		
GAGE12J		
GAGE13		
GAGE2		
GAGE2A		
GAGE2B		
GAGE2C		
GAGE2D		
GAGE2E		
GAGE3		
GAGE4		
GAGE5		
GAGE6		
GAGE7		
GAGE7B		
GAGE8		
GAGEB1		
GAGEC1		
GAGEC2		
GAGED1		
GAGED2		
GAGED3		
GAGED4		
GAIP		
GAJ		
GAK		
GAKIN		
GAL	AD	?epilepsy, familial temporal lobe, 8, 616461 (3),
Gal-10		
GAL-GMAP	AD	?epilepsy, familial temporal lobe, 8, 616461 (3),
GAL3ST1		
GAL3ST2		
GAL3ST3		
GAL3ST4		
GAL4		
GAL7		
GALA	XL	fabry disease, 301500 (3), ; fabry disease, cardiac variant, 301500 (3),
GALC	AR	krabbe disease, 245200 (3),
GALE	AR	galactose epimerase deficiency, 230350 (3),
GALGT	AR	spastic paraplegia 26, 609195 (3),
GALGT2		
GALIG		
GALK	AR	galactokinase deficiency with cataracts, 230200 (3),
GALK1	AR	galactokinase deficiency with cataracts, 230200 (3),
GALK2		
GALM	AR	galactosemia iv, 618881 (3),
GALN	AD	?epilepsy, familial temporal lobe, 8, 616461 (3),
GALNAC-4-ST1	AR	?peeling skin syndrome 3, 616265 (3),
GALNAC-4-ST2		
GalNAc-T1		
GalNac-T10		
GalNAc-T10		
GalNAc-T11		
GalNAc-T12		{colorectal cancer, susceptibility to, 1}, 608812 (3)
GalNAc-T13		
GalNac-T14		
GalNAc-T16		
GalNAc-T17		
GalNAc-T18		
GalNAc-T19		
GalNAc-T2	AR	congenital disorder of glycosylation, type iit, 618885 (3),
GalNAc-T3	AR	tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3),
GalNAc-T4		
GalNAc-T5		
GalNAc-T5L		
GalNAc-T6		
GalNAc-T6L		
GALNAC-T7		
GALNAC-T8		
GALNAC-T9		
GALNAC4S-6ST		
GALNAC4ST-2		
GALNAC6S	AR	mucopolysaccharidosis iva, 253000 (3),
GALNACT-2		
GALNACT2		
GALNR		
GALNR1		
GALNR2		
GALNS	AR	mucopolysaccharidosis iva, 253000 (3),
GALNT1		
GALNT10		
GALNT11		
GALNT12		{colorectal cancer, susceptibility to, 1}, 608812 (3)
GALNT13		
GALNT14		
GALNT15		
GALNT16		
GALNT17		
GALNT18		
GALNT2	AR	congenital disorder of glycosylation, type iit, 618885 (3),
GALNT3	AR	tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3),
GALNT4		
GALNT5		
GALNT6		
GALNT7		
GALNT8		
GALNT9		
GALNTL1		
GALNTL2		
GALNTL3		
GALNTL4		
GALNTL5		
GALNTL6		
GALP		
GALR1		
GALR2		
GALR3		
GALR4		
GALT	AR	galactosemia, 230400 (3),
galT3		[blood group, globoside system], 615021 (3); [blood group, p1pk system, p(k) phenotype], 111400 (3)
GalT4		
Gamm1		
gamma-BAR		
gamma-BBH		
GAMT	AR	cerebral creatine deficiency syndrome 2, 612736 (3),
GAN	AR	giant axonal neuropathy-1, 256850 (3),
GAN1	AR	giant axonal neuropathy-1, 256850 (3),
GANAB	AD	polycystic kidney disease 3, 600666 (3),
GANC		
GANP	AR	peripheral neuropathy, with or without impaired intellectual development, 618124 (3),
GAP	AD	capillary malformation-arteriovenous malformation 1, 608354 (3), ; basal cell carcinoma, somatic, 605462 (3)
GAP-43		
GAP-B3	AR	interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital, 614748 (3),
GAP1IP4BP		
GAP1M		
GAP43		
GAPCenA		
GAPD		
GAPD2		
GAPDH		
GAPDH-2		
GAPDHS		
GAPDL5		
GAPDS		
GAPIII		
GAPL		
GAPR-1		
GAPVD1		
GAQ		sturge-weber syndrome, somatic, mosaic, 185300 (3); capillary malformations, congenital, 1, somatic, mosaic, 163000 (3)
GAR1	AR	retinitis pigmentosa 45, 613767 (3),
GAR17	AR	?ciliary dyskinesia, primary, 41, 618449 (3),
GAR22		
GAREM		
GAREM1		
GAREM2		
GAREML		
GARG-16		
GARG-39		
GARG-49		
GARLH4		
GARNL1	AR	neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation, 618797 (3),
GARNL4		
GARP	AR,AR	cleft palate, proliferative retinopathy, and developmental delay, 619074 (3), |retinitis pigmentosa 45, 613767 (3),
GARPL1	AR	seizures, early-onset, with neurodegeneration and brain calcification, 618875 (3),
GARS	AD	charcot-marie-tooth disease, type 2d, 601472 (3), ; spinal muscular atrophy, infantile, james type, 619042 (3), ; neuronopathy, distal hereditary motor, type va, 600794 (3),
GARS-AIRS-GART		
GARS1	AD	charcot-marie-tooth disease, type 2d, 601472 (3), ; spinal muscular atrophy, infantile, james type, 619042 (3), ; neuronopathy, distal hereditary motor, type va, 600794 (3),
GART		
GAS	AR	mucopolysaccharidosis iva, 253000 (3),
GAS1		
GAS11	AR	ciliary dyskinesia, primary, 33, 616726 (3),
GAS2		
GAS2L1		
GAS2L2	AR	?ciliary dyskinesia, primary, 41, 618449 (3),
GAS2L3		
GAS3	AR,AD	dejerine-sottas disease, 145900 (3), ; ?neuropathy, inflammatory demyelinating, 139393 (3), ? ; charcot-marie-tooth disease, type 1e, 118300 (3), ; roussy-levy syndrome, 180800 (3), ; neuropathy, recurrent, with pressure palsies, 162500 (3), ; charcot-marie-tooth disease, type 1a, 118220 (3),
GAS41		
GAS5		
GAS6		
GAS7		
GAS8	AR	ciliary dyskinesia, primary, 33, 616726 (3),
GAS8-AS1		
GAS9		gastrointestinal stromal tumor/gist-plus syndrome, somatic or familial, 175510 (3); hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3), isolated cases, somatic mutation
GASC1		
GASP		
GASP1		
GASP10		
GASP2	XL,XLR	?deafness, 7, 301018 (3),
GASP3		
GASP4		
GASP6		
GASP7		
GASP9		
GAST		
GASZ		
GAT		
GAT1	AD	myoclonic-atonic epilepsy, 616421 (3),
GAT2		
GAT3		
GatA	AR	combined oxidative phosphorylation deficiency 40, 618835 (3),
GATA	AR	combined oxidative phosphorylation deficiency 40, 618835 (3),
GATA-1	XL,XLR	leukemia, megakaryoblastic, with or without down syndrome, somatic, 190685 (3); anemia, with/without neutropenia and/or platelet abnormalities, 300835 (3), ; thrombocytopenia, with or without dyserythropoietic anemia, 300367 (3), ; thrombocytopenia with beta-thalassemia, 314050 (3),
GATA1	XL,XLR	leukemia, megakaryoblastic, with or without down syndrome, somatic, 190685 (3); anemia, with/without neutropenia and/or platelet abnormalities, 300835 (3), ; thrombocytopenia, with or without dyserythropoietic anemia, 300367 (3), ; thrombocytopenia with beta-thalassemia, 314050 (3),
GATA2	AD	emberger syndrome, 614038 (3), ; {myelodysplastic syndrome, susceptibility to}, 614286 (3); immunodeficiency 21, 614172 (3), ; {leukemia, acute myeloid, susceptibility to}, 601626 (3), somatic mutation
GATA3	AD	hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255 (3),
GATA4	AD	?testicular anomalies with or without congenital heart disease, 615542 (3), ; tetralogy of fallot, 187500 (3), ; atrioventricular septal defect 4, 614430 (3), ; atrial septal defect 2, 607941 (3), ; ventricular septal defect 1, 614429 (3),
GATA5	AR,AD	congenital heart defects, multiple types, 5, 617912 (3),
GATA6	AD	pancreatic agenesis and congenital heart defects, 600001 (3), ; atrial septal defect 9, 614475 (3), ; atrioventricular septal defect 5, 614474 (3), ; persistent truncus arteriosus, 217095 (3); tetralogy of fallot, 187500 (3),
GATAD1	AR	?cardiomyopathy, dilated, 2b, 614672 (3),
GATAD2A		
GATAD2B	AD	gand syndrome, 615074 (3),
GATAD3		
GATAS	AR,AD	congenital heart defects, multiple types, 5, 617912 (3),
GATB	AR	?combined oxidative phosphorylation deficiency 41, 618838 (3),
GATC	AR	combined oxidative phosphorylation deficiency 42, 618839 (3),
GATD10		
GATD2	AR	parkinson disease 7, early-onset, 606324 (3),
GATD3A		
GATD4	AR	developmental and epileptic encephalopathy 50, 616457 (3),
GATD5A	AR	immunodeficiency 24, 615897 (3),
GATD5B		
GATD6	AR	carbamoylphosphate synthetase i deficiency, 237300 (3), ; {pulmonary hypertension, neonatal, susceptibility to}, 615371 (3)
GATD7		
GATD8		
GATD9A		
GATD9B		
GATE-16		
GATE16		
GATM	AR,AD	cerebral creatine deficiency syndrome 3, 612718 (3), ; fanconi renotubular syndrome 1, 134600 (3),
GATSL1		
GATSL2		
GATSL3		
GAX		
gb110		
GB14		
Gb3S		[blood group, p1pk system, p phenotype], 111400 (3); nor polyagglutination syndrome, 111400 (3); [blood group, p1pk system, p(2) phenotype], 111400 (3)
GB5	AR	intellectual developmental disorder with cardiac arrhythmia, 617173 (3), ; language delay and adhd/cognitive impairment with or without cardiac arrhythmia, 617182 (3),
GBA	AR,MF,AD	gaucher disease, type iii, 231000 (3), ; {parkinson disease, late-onset, susceptibility to}, 168600 (3), ; gaucher disease, type iiic, 231005 (3), ; gaucher disease, type i, 230800 (3), ; gaucher disease, perinatal lethal, 608013 (3), ; gaucher disease, type ii, 230900 (3), ; {lewy body dementia, susceptibility to}, 127750 (3),
GBA1	AR,MF,AD	gaucher disease, type iii, 231000 (3), ; {parkinson disease, late-onset, susceptibility to}, 168600 (3), ; gaucher disease, type iiic, 231005 (3), ; gaucher disease, type i, 230800 (3), ; gaucher disease, perinatal lethal, 608013 (3), ; gaucher disease, type ii, 230900 (3), ; {lewy body dementia, susceptibility to}, 127750 (3),
GBA2	AR	spastic paraplegia 46, 614409 (3),
GBA3		
GBAS		
GBD1	AR,AD	gallbladder disease 1, 600803 (3), ; cholestasis, intrahepatic, of pregnancy, 3, 614972 (3), ; cholestasis, progressive familial intrahepatic 3, 602347 (3),
GBD4	AR	{gallbladder disease 4}, 611465 (3); sitosterolemia 1, 210250 (3),
GBDR1		
GBE1	AR	polyglucosan body disease, adult form, 263570 (3), ; glycogen storage disease iv, 232500 (3),
GbetaL		
GBF		gastric cancer, somatic, 613659 (3); prostate cancer, somatic, 176807 (3)
GBF1		
GBGT1		
GBL		
GBP	AR	lchad deficiency, 609016 (3), ; hellp syndrome, maternal, of pregnancy, 609016 (3), ; mitochondrial trifunctional protein deficiency, 609015 (3), ; fatty liver, acute, of pregnancy, 609016 (3),
GBP1		
GBP2		
GBP28		adiponectin deficiency, 612556 (3)
GBP3		
GBP4		
GBP4L		
GBP5		
GBP6		
GBP7		
GBPI-1		
GBTS1		
GBX1		
GBX2		
GC		
GC-B	AD,AR	short stature with nonspecific skeletal abnormalities, 616255 (3), ; epiphyseal chondrodysplasia, miura type, 615923 (3), ; acromesomelic dysplasia, maroteaux type, 602875 (3),
GC-F		
GC-GAP		
GC-LRR		
GC-S-beta-1		
GC-SA2		
GC-SA3	AR	moyamoya 6 with achalasia, 615750 (3),
GC-SB2		
GC-SB3		
GC-UNC45		
GC1	AR	developmental and epileptic encephalopathy 3, 609304 (3),
gC1Q-R	AR	combined oxidative phosphorylation deficiency 33, 617713 (3),
gC1qR	AR	combined oxidative phosphorylation deficiency 33, 617713 (3),
GC36		
GC79	AD	trichorhinophalangeal syndrome, type i, 190350 (3), ; trichorhinophalangeal syndrome, type iii, 190351 (3),
GCA		
GCAP	AD	cone-rod dystrophy 14, 602093 (3), ; cone dystrophy-3, 602093 (3),
GCAP1	AD	cone-rod dystrophy 14, 602093 (3), ; cone dystrophy-3, 602093 (3),
GCAP2		retinitis pigmentosa 48, 613827 (3)
GCAP3		
GCAT		
GCC1		
GCC185		
GCC1P		
GCC2		
GCC88		
GCD	AR	glutaricaciduria, type i, 231670 (3),
GCD10		
GCDFP-15		
GCDFP15		
GCDH	AR	glutaricaciduria, type i, 231670 (3),
GCDP		
GCET1		
GCET2		
GCF		
GCF-2		
GCF2		
GCFC		
GCFC1		
GCFC2		
GCFX	AR,AD,AD,AR	langer mesomelic dysplasia, 249700 (3), pseudo ; short stature, idiopathic familial, 300582 (3); leri-weill dyschondrosteosis, 127300 (3), pseudo |leri-weill dyschondrosteosis, 127300 (3), pseudo ; langer mesomelic dysplasia, 249700 (3), pseudo ; short stature, idiopathic familial, 300582 (3)
GCG		
GCG1		
GCGR		mahvash disease, 619290 (3)
GCH	AR,AD	hyperphenylalaninemia, bh4-deficient, b, 233910 (3), ; dystonia, dopa-responsive, with or without hyperphenylalaninemia, 128230 (3),
GCH1	AR,AD	hyperphenylalaninemia, bh4-deficient, b, 233910 (3), ; dystonia, dopa-responsive, with or without hyperphenylalaninemia, 128230 (3),
GCHFR		
GCIP		
GCK	AD,AR	diabetes mellitus, noninsulin-dependent, late onset, 125853 (3), ; mody, type ii, 125851 (3), ; diabetes mellitus, permanent neonatal 1, 606176 (3), ; hyperinsulinemic hypoglycemia, familial, 3, 602485 (3),
GCKR		[fasting plasma glucose level qtl 5], 613463 (3)
GCL		
GCL1		
GCLC	AR	hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 (3), ; {myocardial infarction, susceptibility to}, 608446 (3)
GCLM		{myocardial infarction, susceptibility to}, 608446 (3)
GClnc1		{microvascular complications of diabetes 6}, 612634 (3)
GCM1		
GCM2	AD	hyperparathyroidism 4, 617343 (3), ; hypoparathyroidism, familial isolated 2, 618883 (3)
GCMA		
GCMB	AD	hyperparathyroidism 4, 617343 (3), ; hypoparathyroidism, familial isolated 2, 618883 (3)
GCN1		
GCN1L		
GCN1L1		
GCN2	AR	pulmonary venoocclusive disease 2, 234810 (3),
GCN5		
GCN5L		
GCN5L1		
GCN5L2		
GCNA		
GCNF		
GCNF1		
GCNT1		
GCNT2	AD,AR	adult i phenotype without cataract, 110800 (3), ; cataract 13 with adult i phenotype, 116700 (3), ; [blood group, ii], 110800 (3),
GCNT3		
GCNT4		
GCNT5	AD,AR	adult i phenotype without cataract, 110800 (3), ; cataract 13 with adult i phenotype, 116700 (3), ; [blood group, ii], 110800 (3),
GCOM1		
GCOM2		
GCP	XL,XLR	colorblindness, deutan, 303800 (3), ; blue cone monochromacy, 303700 (3),
GCP-1		
GCP-2		
GCP-WD		
GCP170		
GCP2	AR	pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures, 618737 (3),
GCP3		
GCP372		
GCP5		
GCP6	AR	microcephaly and chorioretinopathy, 1, 251270 (3),
GCP60		
GCPHLP		
GCPII		
GCPIII		
GCPL1	AR	galloway-mowat syndrome 3, 617729 (3),
