"Ensembl_gene_id","Gnomad_oe_lof_score","Gnomad_oe_mis_score","Exac_pli_score","Exac_prec_score","Exac_pnull_score"
"ENSG00000163803",1.0242,1.0465,1.0968e-69,1.8599e-11,1
"ENSG00000183718",1.1077,0.97434,1.2254e-09,0.053954,0.94605
"ENSG00000184752",0.792,0.97452,8.3757e-05,0.54982,0.4501
"ENSG00000183087",0.28643,0.82455,0.025541,0.97444,2.0136e-05
"ENSG00000185504",0.48007,0.90429,1.673e-05,0.99347,0.0065161
"ENSG00000141934",0.50208,0.88728,0.00097495,0.9489,0.050125
"ENSG00000185897",1.1875,0.86531,0.00023501,0.32182,0.67794
"ENSG00000183762",0.34787,0.85326,0.01024,0.98787,0.0018888
"ENSG00000182831",0.060499,0.56695,0.98168,0.018316,2.3757e-06
"ENSG00000164684",0.049026,0.64147,0.99563,0.0043721,7.1048e-08
"ENSG00000184293",0.30367,0.94875,0.24677,0.65022,0.10301
"ENSG00000239839",1.0574,1.0436,0.091898,0.58256,0.32554
"ENSG00000077942",0.15329,0.78391,0.98513,0.014874,4.829e-10
"ENSG00000184261",0,0.26427,0.91293,0.086497,0.00057163
"ENSG00000185753",0.67005,0.84731,6.9979e-05,0.74933,0.2506
"ENSG00000196230",0.061156,0.060621,0.98045,0.019549,2.7891e-06
"ENSG00000183077",0.66849,0.96833,3.644e-08,0.79301,0.20699
"ENSG00000010318",0.39176,0.76826,0.0011091,0.99697,0.0019235
"ENSG00000205212",1.664,1.7903,8.5768e-13,0.0028277,0.99717
"ENSG00000182447",1.2687,1.1676,1.2287e-14,0.0031914,0.99681
"ENSG00000221931",0.76135,0.88922,0.0011048,0.6266,0.3723
"ENSG00000182223",0.72841,0.75359,4.1887e-05,0.64143,0.35853
"ENSG00000182771",0.094805,0.81046,0.99982,0.00017825,2.4113e-13
"ENSG00000184735",0,0.98731,0.68212,0.29992,0.017956
"ENSG00000042062",0.74846,1.0003,5.6461e-18,0.29108,0.70892
"ENSG00000174498",0.51812,0.92486,2.0641e-07,0.99398,0.0060195
"ENSG00000185236",0.20499,0.43358,0.4474,0.54679,0.005817
"ENSG00000185052",0.18328,0.68444,0.85787,0.14212,1.4381e-07
"ENSG00000174010",0,0.33626,0.99518,0.0048224,4.4611e-07
"ENSG00000184148",0.67436,1.4851,0.043836,0.67913,0.27704
"ENSG00000197125",0.6649,1.0554,0.015732,0.71114,0.27312
"ENSG00000197951",0.77003,0.92623,7.3935e-08,0.47493,0.52507
"ENSG00000182890",0.4797,0.80862,0.035569,0.83811,0.12632
"ENSG00000183426",0,1.0585,0.32872,0.49646,0.17481
"ENSG00000155592",0.35242,0.95989,4.7397e-05,0.99995,2.4882e-06
"ENSG00000171621",0.19638,0.54718,0.48775,0.50795,0.0042944
"ENSG00000108021",0.22808,0.98589,0.32348,0.67652,5.0327e-15
"ENSG00000088305",0.23593,0.80437,0.20067,0.79933,1.0798e-09
"ENSG00000171916",0.9368,0.76628,3.1749e-08,0.17983,0.82017
"ENSG00000126337",0.95646,0.97019,2.3588e-13,0.034638,0.96536
"ENSG00000105750",1.2251,1.2194,4.3776e-05,0.24119,0.75877
"ENSG00000185926",3.7887,2.24,3.5572e-08,0.015035,0.98496
"ENSG00000184014",0.25297,0.73363,0.036198,0.9638,1.6502e-10
"ENSG00000147471",0.32952,0.74831,0.041977,0.95246,0.0055673
"ENSG00000182983",0.94093,1.0305,5.724e-12,0.060448,0.93955
"ENSG00000183814",0.11321,0.59859,0.99769,0.0023142,1.2461e-10
"ENSG00000182255",0,0.70825,0.99602,0.0039783,2.7884e-07
"ENSG00000184650",0.59119,0.77219,0.0078592,0.79546,0.19668
"ENSG00000182752",0.23498,0.78608,0.17822,0.82178,2.2961e-12
"ENSG00000214517",0.04127,0.63403,0.99895,0.0010459,2.1692e-09
"ENSG00000184029",1.3524,1.0546,0.00081615,0.34322,0.65596
"ENSG00000182613",0.50158,1.0197,0.071104,0.75173,0.17716
"ENSG00000185028",1.0745,0.95957,7.9536e-09,0.083243,0.91676
"ENSG00000184005",0.47016,0.90071,0.0014168,0.96783,0.030752
"ENSG00000188153",0.094722,0.70549,1,1.77e-06,1.3038e-19
"ENSG00000065923",0.083791,0.63799,0.9938,0.0061973,3.3716e-08
"ENSG00000182156",1.2763,1.0645,1.1325e-14,0.0030419,0.99696
"ENSG00000185821",0.85845,1.079,0.0025378,0.56472,0.43274
"ENSG00000114270",0.5344,0.91828,8.87e-42,1,3.4387e-11
"ENSG00000184486",0.080277,0.45503,0.92109,0.078816,9.1052e-05
"ENSG00000182334",0.40858,1.2253,0.10396,0.78273,0.11331
"ENSG00000198590",0.63615,0.95602,0.047924,0.69459,0.25749
"ENSG00000184924",1.7,1.0561,3.6157e-07,0.057918,0.94208
"ENSG00000181481",0.89511,0.95767,3.3275e-09,0.17693,0.82307
"ENSG00000219435",0.35298,0.78233,0.085948,0.87457,0.039478
"ENSG00000183960",0.47728,0.84899,2.3107e-10,0.99994,5.9956e-05
"ENSG00000184203",0.32763,0.79052,0.069477,0.91831,0.01221
"ENSG00000183978",0.49966,1.1049,0.071587,0.75252,0.1759
"ENSG00000196132",0.18151,0.72582,0.97242,0.027576,3.7097e-12
"ENSG00000182545",0.98474,1.1696,0.0017447,0.48547,0.51278
"ENSG00000184471",2.0853,1.1425,8.5982e-12,0.0029632,0.99704
"ENSG00000165914",0.062505,0.72978,1,3.9103e-06,1.085e-16
"ENSG00000182572",0.835,0.7484,0.0095372,0.60796,0.3825
"ENSG00000185594",0.5049,1.1023,0.070281,0.75037,0.17935
"ENSG00000182685",1.6807,1.4393,1.0181e-17,0.00018102,0.99982
"ENSG00000183473",0.77161,0.82059,9.6523e-05,0.58062,0.41928
"ENSG00000170509",0.64259,1.011,3.1402e-05,0.80765,0.19232
"ENSG00000180479",0.90153,1.0352,2.9411e-12,0.078059,0.92194
"ENSG00000174004",0.22638,0.86308,0.3682,0.63135,0.00044718
"ENSG00000109771",0.59122,0.89195,2.6846e-06,0.92437,0.075627
"ENSG00000182783",0.93828,0.65603,0.097692,0.59209,0.31021
"ENSG00000186891",1.2336,1.0845,1.6734e-06,0.1378,0.8622
"ENSG00000183665",0.24239,0.98225,0.27345,0.72559,0.00096203
"ENSG00000182261",0.94184,1.0456,7.2588e-09,0.14752,0.85248
"ENSG00000184698",0.68789,1.2616,0.0048786,0.70473,0.29039
"ENSG00000183036",0.87116,0.70016,0.002435,0.55581,0.44175
"ENSG00000186407",0.43187,0.85536,0.023058,0.91756,0.059381
"ENSG00000068745",0.10487,0.53232,0.96384,0.036153,2.586e-06
"ENSG00000185043",0.60993,0.96369,0.00034082,0.83408,0.16558
"ENSG00000184647",1.3673,1.6715,2.9141e-11,0.011682,0.98832
"ENSG00000157551",0.32425,0.76252,0.11225,0.86179,0.025961
"ENSG00000085231",1.1529,0.75967,5.0035e-07,0.13077,0.86923
"ENSG00000187010",0.55902,1.0306,3.0009e-05,0.93988,0.060092
"ENSG00000187531",0.42983,0.81811,0.002426,0.98283,0.014749
"ENSG00000183876",0.94642,0.86709,6.7466e-14,0.031952,0.96805
"ENSG00000109881",0.56539,1.0403,2.7642e-05,0.93347,0.066499
"ENSG00000184276",2.9906,1.4915,0.0016854,0.283,0.71532
"ENSG00000143575",0.84938,0.9844,8.9029e-08,0.30799,0.69201
"ENSG00000183513",0.41958,0.80991,0.098767,0.78023,0.12101
"ENSG00000182853",1.2567,1.0413,1.5141e-06,0.13037,0.86963
"ENSG00000182575",0.25972,0.86593,0.26872,0.70854,0.022737
"ENSG00000146757",1.0758,0.93421,7.3496e-05,0.31405,0.68588
"ENSG00000185453",0.072962,0.43104,0.94907,0.050904,3.0072e-05
"ENSG00000184867",0.12232,0.73023,0.69964,0.29694,0.0034194
"ENSG00000134815",0.57377,0.99889,4.2836e-13,0.99588,0.0041153
"ENSG00000183310",NA,1.1142,NA,NA,NA
"ENSG00000183318",0.45755,0.91114,0.0016615,0.97352,0.024816
"ENSG00000183706",1.2199,1.2912,4.4505e-05,0.24327,0.75668
"ENSG00000182938",0.79576,1.1733,2.9645e-11,0.27595,0.72405
"ENSG00000184881",0.75631,1.1922,0.01177,0.65241,0.33582
"ENSG00000183066",0.97187,0.92452,9.22e-08,0.17534,0.82466
"ENSG00000177425",0.30918,0.82259,0.089642,0.90225,0.0081125
"ENSG00000183476",0.67278,0.9743,8.8551e-07,0.7653,0.2347
"ENSG00000105877",0.57984,1.3094,8.7836e-57,1,9.0486e-10
"ENSG00000182117",0,0.85648,0.71204,0.27437,0.013592
"ENSG00000182511",0.62785,0.77724,3.6759e-15,0.97034,0.029665
"ENSG00000182566",0.59195,0.84842,5.4089e-05,0.88873,0.11121
"ENSG00000163646",1.1906,1.1496,1.5723e-08,0.065077,0.93492
"ENSG00000182472",1.2046,1.1534,4.2677e-33,1.0722e-06,1
"ENSG00000099910",0.21843,0.65969,0.45695,0.54304,9.303e-06
"ENSG00000182782",0.85996,0.99307,0.00019459,0.49256,0.50724
"ENSG00000184140",1.1466,1.2746,1.2038e-05,0.21965,0.78034
"ENSG00000182271",0.86535,1.1726,2.745e-07,0.31002,0.68998
"ENSG00000183024",0.99287,1.0084,0.00042257,0.42495,0.57463
"ENSG00000183607",0.72764,1.1877,0.00013267,0.65012,0.34975
"ENSG00000133561",0,0.93485,0.49139,0.43677,0.071842
"ENSG00000053524",0.7376,0.90346,2.1247e-25,0.23656,0.76344
"ENSG00000164916",0.17139,0.64251,0.82933,0.17067,5.7586e-06
"ENSG00000182199",0.6039,0.76867,3.7843e-08,0.93998,0.060023
"ENSG00000100321",0.21287,0.90254,0.41375,0.57877,0.0074745
"ENSG00000184860",1.3128,1.3202,1.3283e-09,0.02967,0.97033
"ENSG00000184232",0.5658,0.81128,0.0034928,0.84765,0.14886
"ENSG00000197114",0.44381,0.9659,0.00040269,0.99147,0.0081291
"ENSG00000182687",0.96239,0.89739,7.1917e-06,0.29896,0.70103
"ENSG00000184385",2.0104,1.0073,0.0024232,0.33888,0.6587
"ENSG00000235568",0.67385,0.94337,6.7614e-05,0.74248,0.25745
"ENSG00000183018",0.50102,1.0133,1.126e-05,0.98862,0.011369
"ENSG00000183688",0.28378,1.0082,0.26629,0.64362,0.090081
"ENSG00000131196",0.21298,0.91036,0.54908,0.45092,9.1942e-07
"ENSG00000196228",1.5519,0.93169,4.191e-18,0.00020672,0.99979
"ENSG00000132692",0.41219,0.9168,4.0393e-06,0.99991,8.5386e-05
"ENSG00000184724",1.3361,1.0517,0.019259,0.5168,0.46394
"ENSG00000185245",0.85308,1.0584,0.0025832,0.56855,0.42887
"ENSG00000185359",0.2875,0.81471,0.0061922,0.99381,2.7086e-07
"ENSG00000088899",0.048074,0.74035,0.99624,0.003761,4.9192e-08
"ENSG00000054690",0.37119,0.77937,6.243e-08,1,1.934e-08
"ENSG00000185294",0.58741,0.98154,0.00015409,0.88038,0.11947
"ENSG00000181396",0.79679,0.89318,1.4605e-08,0.37733,0.62267
"ENSG00000183072",0,0.922,0.94449,0.055326,0.00018332
"ENSG00000182103",0.52,0.95276,0.066758,0.74407,0.18918
"ENSG00000185298",0.78927,1.1211,6.5043e-07,0.46455,0.53545
"ENSG00000182287",0,0.25407,0.87573,0.12284,0.0014261
"ENSG00000184428",1.28,1.0057,3.1664e-33,4.6666e-07,1
"ENSG00000254772",0.040203,0.54738,0.99918,0.00082254,1.208e-09
"ENSG00000052850",0.23783,0.83029,0.29761,0.70161,0.00078494
"ENSG00000185198",0.97529,1.097,0.00011142,0.384,0.61589
"ENSG00000164284",0.59505,0.88033,0.00038862,0.85425,0.14536
"ENSG00000101361",0.18482,0.90303,0.78938,0.21062,2.0878e-06
"ENSG00000153896",0.61802,1.0103,2.3381e-07,0.90276,0.097238
"ENSG00000206418",0.27295,0.57364,0.19785,0.79277,0.0093877
"ENSG00000185220",1.0874,1.0316,1.0382e-15,0.0053164,0.99468
"ENSG00000183801",0.80591,1.1172,1.267e-08,0.35259,0.64741
"ENSG00000185290",1.7287,0.93466,0.0005048,0.27009,0.72941
"ENSG00000183035",0.078684,1.355,0.92769,0.072238,7.2887e-05
"ENSG00000183439",1.0461,0.60374,8.2591e-05,0.33263,0.66729
"ENSG00000182362",1.3835,0.99385,1.6369e-07,0.069598,0.9304
"ENSG00000183840",1.2169,0.96429,2.5246e-09,0.043075,0.95693
"ENSG00000205409",0.37099,1.3482,0.19943,0.65708,0.14349
"ENSG00000172742",0.79794,1.1963,0.00092667,0.58823,0.41085
"ENSG00000197172",NA,2.1821,NA,NA,NA
"ENSG00000189132",NA,1.1343,NA,NA,NA
"ENSG00000177989",0.53157,0.72869,0.0044935,0.88146,0.11404
"ENSG00000185372",1.3287,0.98881,2.0676e-07,0.079521,0.92048
"ENSG00000185261",0.97375,0.86524,4.9651e-09,0.11951,0.88049
"ENSG00000107438",0.41593,0.84178,0.006247,0.97535,0.018399
"ENSG00000184502",0.95049,0.97194,0.0073666,0.55288,0.43975
"ENSG00000183395",0.3876,0.92207,0.11527,0.78603,0.098699
"ENSG00000185905",0.23866,0.84312,0.32591,0.614,0.06009
"ENSG00000175130",0.68331,1.0626,0.014771,0.69876,0.28647
"ENSG00000183303",0.73494,1.3693,0.0039906,0.66257,0.33344
"ENSG00000183559",1.3498,1.045,3.0583e-05,0.19956,0.80041
"ENSG00000184814",NA,0.85245,NA,NA,NA
"ENSG00000185522",1.2945,1.1103,3.4934e-25,1.8889e-05,0.99998
"ENSG00000183888",0.73542,0.93258,0.11288,0.6129,0.27422
"ENSG00000185823",NA,1.0049,NA,NA,NA
"ENSG00000079691",0.25448,0.69971,0.0187,0.9813,3.6871e-12
"ENSG00000185149",0.3854,0.82816,0.035539,0.93137,0.033089
"ENSG00000213638",0.50292,1.0541,0.031378,0.82367,0.14496
"ENSG00000008735",0,0.63053,0.99998,2.4249e-05,1.1156e-12
"ENSG00000183397",1.2895,1.3155,8.4191e-09,0.04542,0.95458
"ENSG00000183054",0,0.31125,0.39368,0.48124,0.12508
"ENSG00000185838",0.60106,0.98346,4.8908e-05,0.87591,0.12404
"ENSG00000113763",0.079637,0.6587,0.99981,0.00018587,1.3195e-12
"ENSG00000183145",0.45191,1.1188,0.085869,0.7706,0.14353
"ENSG00000183648",1.2259,1.0516,4.367e-05,0.24088,0.75907
"ENSG00000100300",0.82503,0.69824,0.00023479,0.53215,0.46762
"ENSG00000184478",1.4981,0.96081,2.915e-09,0.024523,0.97548
"ENSG00000184602",0.55848,0.80476,0.13769,0.63639,0.22592
"ENSG00000174564",0.76486,0.85339,2.629e-07,0.50722,0.49278
"ENSG00000188488",1.0977,1.2372,6.4815e-09,0.074084,0.92592
"ENSG00000184371",0.053692,0.92985,0.99155,0.0084486,3.5562e-07
"ENSG00000183971",1.0368,0.88747,0.0062637,0.51867,0.47507
"ENSG00000173557",0.85554,0.97418,5.5051e-05,0.46195,0.53799
"ENSG00000183640",0.79334,0.77453,0.10759,0.60629,0.28612
"ENSG00000215193",0.075916,1.0546,0.9385,0.06145,4.834e-05
"ENSG00000196456",0.34332,0.74102,0.019582,0.97684,0.0035807
"ENSG00000184588",0.2242,0.60333,0.40163,0.59837,5.8064e-07
"ENSG00000182318",0.77525,0.96178,6.8594e-08,0.45974,0.54026
"ENSG00000109736",0.8246,1.0789,7.3212e-10,0.25792,0.74208
"ENSG00000066813",1.0798,1.3086,6.4796e-26,9.6471e-05,0.9999
"ENSG00000183496",0.17934,0.82417,0.57844,0.41945,0.0021089
"ENSG00000166090",0.84059,1.0282,0.00076439,0.54648,0.45275
"ENSG00000184530",0.83343,0.93679,8.287e-09,0.28582,0.71418
"ENSG00000177508",0.093038,0.91267,0.86015,0.13945,0.00040324
"ENSG00000237247",0,1.189,0.31141,0.49812,0.19048
"ENSG00000168930",0.97811,1.0121,2.6894e-05,0.33115,0.66883
"ENSG00000185112",0.11067,0.67611,0.76348,0.23482,0.0017029
"ENSG00000183695",NA,0.93886,NA,NA,NA
"ENSG00000183484",0.47146,0.75121,0.079446,0.7636,0.15695
"ENSG00000183090",0.67617,0.74066,1.3494e-19,0.85642,0.14358
"ENSG00000185156",0.84446,1.0373,7.0084e-09,0.26239,0.73761
"ENSG00000184254",0.25664,0.62514,0.15417,0.8457,0.00013025
"ENSG00000184574",0.4179,0.78368,0.052076,0.86828,0.079642
"ENSG00000189253",0.60597,0.58761,0.00035282,0.83956,0.16009
"ENSG00000183010",0.65911,0.93007,0.00022563,0.76062,0.23915
"ENSG00000183862",0.40875,0.99619,0.0033361,0.98723,0.0094372
"ENSG00000185933",0.85663,1.0314,1.5017e-05,0.42528,0.57471
"ENSG00000184344",0.71052,1.0125,4.8867e-05,0.67481,0.32514
"ENSG00000159708",0.64459,0.82768,3.189e-11,0.90303,0.096973
"ENSG00000182208",0.35815,0.76917,0.047713,0.93065,0.021636
"ENSG00000174374",0.46595,0.76853,0.0034281,0.95518,0.041389
"ENSG00000182272",0.32981,0.70893,0.00025397,0.99974,1.1036e-06
"ENSG00000184990",0.45057,0.98744,0.019761,0.908,0.07224
"ENSG00000155115",0.64107,0.90241,0.0002616,0.78857,0.21117
"ENSG00000184076",0.52581,1.2827,0.14459,0.64103,0.21437
"ENSG00000184160",0.19095,0.67501,0.51513,0.48138,0.0034835
"ENSG00000182054",0.15248,0.76605,0.86525,0.13473,1.5055e-05
"ENSG00000173917",0.7374,1.2916,0.00012345,0.63442,0.36545
"ENSG00000182500",1.0744,0.87516,1.6594e-05,0.25972,0.74027
"ENSG00000137343",0.55074,0.72212,1.0312e-07,0.98409,0.015913
"ENSG00000157358",0,1.2648,0.32278,0.49716,0.18007
"ENSG00000184524",0,1.0604,0.58696,0.37471,0.038321
"ENSG00000182631",1.3407,0.92532,1.9124e-13,0.0043325,0.99567
"ENSG00000183617",0.5904,0.98041,0.020891,0.7632,0.21591
"ENSG00000182628",1.3234,0.78908,2.1174e-07,0.080605,0.91939
"ENSG00000185730",0.15218,0.92663,0.55733,0.43092,0.011741
"ENSG00000182400",0.7099,0.95896,0.00015157,0.67887,0.32098
"ENSG00000131795",0.17305,0.43981,0.61514,0.38331,0.0015502
"ENSG00000171827",0.45003,0.81933,7.0919e-05,0.99586,0.004072
"ENSG00000184348",1.5953,1.6015,0.00010269,0.2103,0.7896
"ENSG00000181625",0.76669,0.18701,0.036422,0.64489,0.31869
"ENSG00000183346",0.5968,1.1562,0.00038262,0.85195,0.14767
"ENSG00000184307",0.92605,0.82572,3.1021e-11,0.084063,0.91594
"ENSG00000213145",0.93564,1.2869,0.00051966,0.46573,0.53376
"ENSG00000198315",0.55947,0.81162,2.3005e-07,0.97567,0.024333
"ENSG00000184544",0.88464,0.89735,2.228e-07,0.27911,0.72089
"ENSG00000184675",0.22751,1.12,0.35951,0.64039,9.694e-05
"ENSG00000182676",1.0589,0.92377,7.8501e-05,0.32444,0.67548
"ENSG00000053372",0,1.003,0.9864,0.013592,5.6377e-06
"ENSG00000182584",0.45494,1.0694,0.084813,0.76956,0.14562
"ENSG00000145736",0.45865,0.62835,0.083551,0.76827,0.14818
"ENSG00000184785",0,0.60247,0.32328,0.4971,0.17962
"ENSG00000164932",0.75854,0.81939,3.2504e-05,0.58597,0.414
"ENSG00000183770",0,0.60837,0.8805,0.11822,0.0012887
"ENSG00000174876",1.6972,0.76336,0.00052166,0.27466,0.72482
"ENSG00000182240",0.37776,0.72021,0.0056567,0.98989,0.0044506
"ENSG00000184508",0.613,0.86105,0.019068,0.74718,0.23375
"ENSG00000184779",0,NA,0.33132,0.49612,0.17256
"ENSG00000185344",0.53588,0.85871,2.7085e-11,0.9987,0.0012981
"ENSG00000184378",1.0421,0.937,4.8909e-08,0.12371,0.87629
"ENSG00000160131",0,0.65303,0.58591,0.37548,0.038611
"ENSG00000128322",0.483,1.0532,0.076046,0.75918,0.16478
"ENSG00000184566",0.67011,0.41048,0.044256,0.68081,0.27493
"ENSG00000182158",0.37796,0.9982,0.0015181,0.99726,0.0012265
"ENSG00000184163",1.0199,1.0198,5.9332e-08,0.13772,0.86228
"ENSG00000182580",0.21172,0.69827,0.62376,0.37624,2.0167e-08
"ENSG00000185883",0,0.17821,0.751,0.23992,0.0090807
"ENSG00000183785",0.64751,0.89571,2.9839e-05,0.79861,0.20136
"ENSG00000197838",0.68063,1.2715,7.9805e-07,0.74488,0.25512
"ENSG00000185761",0.78247,1.0281,4.0187e-11,0.32147,0.67853
"ENSG00000182634",1.1182,1.2705,0.00028434,0.35314,0.64657
"ENSG00000182912",0.89693,0.99782,0.029624,0.60436,0.36602
"ENSG00000184774",NA,0.62129,NA,NA,NA
"ENSG00000140675",0.83065,1.1592,1.9705e-14,0.10706,0.89294
"ENSG00000184022",1.4453,0.93571,0.00071012,0.32064,0.67865
"ENSG00000186812",0.49952,0.80749,2.8364e-05,0.98519,0.014786
"ENSG00000177426",0.43437,0.95212,0.010638,0.94968,0.039677
"ENSG00000183154",NA,0.88532,NA,NA,NA
"ENSG00000114013",0.07108,0.7714,0.95524,0.044734,2.1748e-05
"ENSG00000183250",0.59007,0.89323,0.054001,0.71401,0.23199
"ENSG00000185640",1.071,1.0216,5.9869e-17,0.0036752,0.99632
"ENSG00000184661",0.72488,1.0374,1.4868e-11,0.5574,0.4426
"ENSG00000185085",0.2321,0.80874,0.31479,0.68518,2.7986e-05
"ENSG00000184967",0.29495,1.3473,0.026594,0.97331,9.3639e-05
"ENSG00000164816",2.4092,1.6582,5.9221e-06,0.08027,0.91972
"ENSG00000213934",0,0.7185,0.53436,0.41078,0.054853
"ENSG00000197016",1.0942,1.1449,1.6291e-18,0.0016321,0.99837
"ENSG00000135108",0.15096,0.58833,0.97315,0.026848,1.0236e-08
"ENSG00000229549",0,0.67463,0.29654,0.49862,0.20484
"ENSG00000185386",0.40595,0.56884,0.0016941,0.99318,0.0051267
"ENSG00000185561",0.98058,0.83505,6.4013e-06,0.2819,0.71809
"ENSG00000183791",NA,0.14591,NA,NA,NA
"ENSG00000183723",0.27798,0.7148,0.23149,0.73746,0.031047
"ENSG00000077092",0,0.4927,0.99981,0.00018619,1.5995e-10
"ENSG00000196981",0.80051,1.0827,2.3122e-05,0.5126,0.48737
"ENSG00000181638",0.99717,1.0535,0.00041635,0.42211,0.57747
"ENSG00000182218",0.55073,0.76546,1.8679e-06,0.97096,0.029037
"ENSG00000183486",0.54949,0.91775,5.8286e-09,0.99169,0.0083126
"ENSG00000105438",0,0.41332,0.97761,0.022366,1.9213e-05
"ENSG00000205420",0.48303,1.127,9.0185e-05,0.986,0.01391
"ENSG00000183389",0.56976,1.0845,0.0088598,0.81531,0.17583
"ENSG00000183103",0.95211,1.0461,7.6909e-06,0.30916,0.69083
"ENSG00000185070",0.16394,0.79908,0.79336,0.20659,4.8299e-05
"ENSG00000182896",0.9564,1.0753,2.5602e-08,0.15997,0.84003
"ENSG00000167850",0.86881,0.90476,1.3725e-05,0.40819,0.5918
"ENSG00000184584",0.48515,0.69628,0.001183,0.95978,0.039041
"ENSG00000184032",NA,1.0698,NA,NA,NA
"ENSG00000183130",1.5215,1.0926,5.8612e-07,0.076375,0.92362
"ENSG00000158578",0,0.5546,0.99619,0.0038077,2.5055e-07
"ENSG00000182858",0.65232,0.99894,1.3777e-07,0.83044,0.16956
"ENSG00000182851",0.3336,0.94261,0.15651,0.78088,0.06261
"ENSG00000182993",0.63361,0.98871,0.048222,0.69564,0.25614
"ENSG00000089737",0.19652,0.98203,0.77321,0.22679,1.0545e-07
"ENSG00000156675",0.60195,0.92214,8.4758e-11,0.97153,0.028474
"ENSG00000119508",0.16096,0.55162,0.89536,0.10464,1.5669e-06
"ENSG00000157869",0.36479,0.89222,0.024521,0.9631,0.012378
"ENSG00000183396",0,1.025,0.76398,0.22818,0.0078405
"ENSG00000184557",0,0.55061,0.74823,0.24241,0.0093608
"ENSG00000130540",0.067266,0.40112,0.96641,0.033582,1.0638e-05
"ENSG00000184060",0.73755,0.83837,3.557e-10,0.52229,0.47771
"ENSG00000127325",0.99143,0.90531,3.4141e-18,0.004858,0.99514
"ENSG00000086061",0.24458,0.56723,0.24023,0.75951,0.00026204
"ENSG00000185662",0.47176,0.64474,0.0073997,0.92923,0.063366
"ENSG00000183479",0,1.1608,0.44459,0.46087,0.094539
"ENSG00000186994",0.69826,0.82936,2.2372e-08,0.69626,0.30374
"ENSG00000185862",0.32302,0.95141,0.073892,0.91503,0.01108
"ENSG00000183255",0.35597,0.98465,0.083748,0.8752,0.041047
"ENSG00000167208",0.78192,0.80422,8.9803e-05,0.56491,0.435
"ENSG00000197147",0.078573,0.63295,0.99656,0.0034353,7.979e-09
"ENSG00000182968",0,0.75851,0.628,0.3438,0.028199
"ENSG00000183813",0.37941,0.83756,0.069037,0.87659,0.054376
"ENSG00000185088",0.42999,0.61036,0.094261,0.77746,0.12828
"ENSG00000267508",0.68178,1.17,0.00018832,0.72446,0.27535
"ENSG00000185291",1.4263,1.2529,4.0794e-26,5.3267e-06,0.99999
"ENSG00000185527",0.72626,1.0542,0.01287,0.67092,0.31621
"ENSG00000185238",1.1393,0.97493,3.2388e-25,6.7079e-05,0.99993
"ENSG00000183324",0.6028,0.92876,0.00013207,0.85933,0.14054
"ENSG00000197446",0.79502,0.98741,4.3529e-09,0.36019,0.63981
"ENSG00000184408",0.30713,0.49401,0.017941,0.98189,0.00016834
"ENSG00000184270",0,0.73857,0.60424,0.36197,0.033788
"ENSG00000182446",0.028075,0.50252,0.99999,1.4798e-05,6.7784e-14
"ENSG00000151023",0.66452,0.99963,7.3588e-05,0.75922,0.2407
"ENSG00000185177",0.9873,1.2071,0.00043083,0.42868,0.57089
"ENSG00000100311",0.14705,0.74168,0.77485,0.22485,0.00030349
"ENSG00000183704",1.5644,2.1573,0.0032811,0.39136,0.60536
"ENSG00000177613",0.28809,0.84839,0.090488,0.90787,0.0016442
"ENSG00000128951",0.5667,0.6935,0.001326,0.86981,0.12887
"ENSG00000144152",0.58356,0.79403,8.1235e-06,0.92386,0.076131
"ENSG00000182372",0.58041,1.1601,0.0031553,0.83216,0.16468
"ENSG00000185924",0,0.75242,0.95811,0.041799,9.0712e-05
"ENSG00000183729",1.5625,1.1084,1.3775e-08,0.031693,0.96831
"ENSG00000183760",0.65346,0.95567,1.8848e-09,0.85514,0.14486
"ENSG00000182327",0.87332,0.97526,4.9249e-05,0.43982,0.56013
"ENSG00000185787",0.082996,0.65564,0.99431,0.0056925,2.7393e-08
"ENSG00000107829",0.44087,0.71968,0.00042378,0.99201,0.0075645
"ENSG00000183734",0,0.71517,0.34818,0.49333,0.1585
"ENSG00000183032",0.9923,0.96499,1.0585e-11,0.045366,0.95463
"ENSG00000181031",0.88568,1.0645,6.346e-11,0.12576,0.87424
"ENSG00000118197",0.56373,0.8665,5.6672e-07,0.9677,0.032302
"ENSG00000182979",0.022886,0.54219,1,7.2164e-07,4.3213e-17
"ENSG00000185129",0,0.24748,0.94355,0.056262,0.00019124
"ENSG00000182512",0,0.92824,0.75214,0.23889,0.0089665
"ENSG00000184619",0.81972,0.92103,1.2926e-07,0.36934,0.63066
"ENSG00000182601",0.10684,0.81896,0.78483,0.21387,0.0013035
"ENSG00000139117",0.24462,0.66446,0.18048,0.81952,3.9392e-06
"ENSG00000185900",0.95703,0.90046,2.5428e-08,0.15938,0.84062
"ENSG00000184260",0.42406,0.67506,0.17494,0.6539,0.17115
"ENSG00000183878",0.10071,1.0838,0.97281,0.027189,1.2748e-06
"ENSG00000198556",0.76067,0.91492,2.7774e-07,0.51881,0.48119
"ENSG00000184898",0.20473,0.80626,0.392,0.5696,0.038395
"ENSG00000183034",0.97408,0.95539,3.8353e-14,0.022991,0.97701
"ENSG00000172967",0.36581,0.78164,0.077053,0.87651,0.046432
"ENSG00000183748",0.099914,0.72946,0.99677,0.0032334,1.3927e-09
