Ensembl_gene_id Gene_name2 Omim_inheritance
ENSG00000160255 ITGB2 AR
ENSG00000182871 COL18A1 AR
ENSG00000142156 COL6A1 AD,AR
ENSG00000142173 COL6A2 AD,AR
ENSG00000160282 FTCD AR
ENSG00000160285 LSS AR
ENSG00000160299 PCNT AR
ENSG00000177663 IL17RA AR
ENSG00000093072 CECR1 AR
ENSG00000215193 PEX26 AR
ENSG00000183785 TUBA8 AR
ENSG00000100033 PRODH AD,AR
ENSG00000100075 SLC25A1 AR
ENSG00000185608 MRPL40 Mi
ENSG00000093009 CDC45 AR
ENSG00000203618 GP1BB AR
ENSG00000184058 TBX1 AD
ENSG00000093010 COMT AD
ENSG00000183597 TANGO2 AR
ENSG00000040608 RTN4R AD
ENSG00000244486 SCARF2 AR
ENSG00000241973 PI4KA AR
ENSG00000099937 SERPIND1 AD
ENSG00000099940 SNAP29 AR
ENSG00000099949 LZTR1 AD
ENSG00000128322 IGLL1 AR
ENSG00000250479 CHCHD10 AD
ENSG00000099956 SMARCB1 AD
ENSG00000100014 SPECC1L AD,IC
ENSG00000100024 UPB1 AR
ENSG00000100053 CRYBB3 AD,AR
ENSG00000133454 MYO18B AR
ENSG00000169184 MN1 AD
ENSG00000183765 CHEK2 AD
ENSG00000183762 KREMEN1 AR
ENSG00000100285 NEFH AD,AR
ENSG00000186575 NF2 AD
ENSG00000242114 MTFP1 Mi
ENSG00000185339 TCN2 AR
ENSG00000133422 MORC2 AD
ENSG00000100150 DEPDC5 AD
ENSG00000100170 SLC5A1 AR
ENSG00000100225 FBXO7 AR
ENSG00000100234 TIMP3 AD
ENSG00000133424 LARGE AR
ENSG00000100336 APOL4 AD
ENSG00000128335 APOL2 AD
ENSG00000100345 MYH9 AD
ENSG00000100348 TXN2 AR
ENSG00000100360 IFT27 AR
ENSG00000100365 NCF4 AR
ENSG00000100368 CSF2RB AR
ENSG00000100379 KCTD17 AD
ENSG00000187045 TMPRSS6 AR
ENSG00000100106 TRIOBP AR
ENSG00000100146 SOX10 AD
ENSG00000184381 PLA2G6 AR
ENSG00000100246 DNAL4 AR
ENSG00000100311 PDGFB AD
ENSG00000100335 MIEF1 Mi
ENSG00000239900 ADSL AR
ENSG00000196236 XPNPEP3 AR
ENSG00000100393 EP300 AD
ENSG00000100412 ACO2 AR
ENSG00000159958 TNFRSF13C AR
ENSG00000198951 NAGA AR
ENSG00000100197 CYP2D6 AR
ENSG00000100243 CYB5R3 AR
ENSG00000077942 FBLN1 AD
ENSG00000130638 ATXN10 AD
ENSG00000100416 TRMU AR,Mi
ENSG00000100427 MLC1 AR
ENSG00000128159 TUBGCP6 AR
ENSG00000100241 SBF1 AR
ENSG00000130489 SCO2 AD,AR
ENSG00000025708 TYMP AR,Mi
ENSG00000100288 CHKB AR
ENSG00000100299 ARSA AR
ENSG00000251322 SHANK3 IC
ENSG00000185960 SHOX AD,AR
ENSG00000157399 ARSE XLR,XL
ENSG00000183943 PRKX XL
ENSG00000146938 NLGN4X IC,Mu,XL
ENSG00000101846 STS XLR,XL
ENSG00000011201 KAL1 XL
ENSG00000101849 TBL1X XL
ENSG00000101850 GPR143 XL
ENSG00000073464 CLCN4 XLR,XL
ENSG00000101871 MID1 XLR,XL
ENSG00000004961 HCCS XLD,XL
ENSG00000125363 AMELX XLD,XL
ENSG00000169933 FRMPD4 XLR,XL
ENSG00000196459 TRAPPC2 XLR,XL
ENSG00000046651 OFD1 XLR,XLD,XL
ENSG00000165195 PIGA XLR,XL
ENSG00000182287 AP1S2 XLR,XL
ENSG00000188158 NHS XLD,XL
ENSG00000008086 CDKL5 XLD,XL
ENSG00000102104 RS1 XLD,XL
ENSG00000044446 PHKA2 XLR,XL
ENSG00000173698 GPR64 XL
ENSG00000131828 PDHA1 XLD,XL
ENSG00000177189 RPS6KA3 IC,XLD,XL
ENSG00000091482 SMPX XLD,XL
ENSG00000012174 MBTPS2 XLR,XL
ENSG00000102172 SMS XLR,XL
ENSG00000102174 PHEX XLD,XL
ENSG00000165186 PTCHD1 XLR,XL
ENSG00000174010 KLHL15 XLR,XL
ENSG00000130741 EIF2S3 XLR,XL
ENSG00000005889 ZFX XL
ENSG00000067992 PDK3 XLD,XL
ENSG00000101868 POLA1 XLR,XL
ENSG00000004848 ARX XLR,XL
ENSG00000169306 IL1RAPL1 XLR,XL
ENSG00000169297 NR0B1 XLR,XL
ENSG00000198814 GK XLR,XL
ENSG00000198947 DMD XLR,XL
ENSG00000047597 XK XL
ENSG00000165168 CYBB XLR,XL
ENSG00000156313 RPGR XLR,XL
ENSG00000036473 OTC XLR,XL
ENSG00000156298 TSPAN7 XLR,XL
ENSG00000183337 BCOR XLD,XL
ENSG00000182220 ATP6AP2 XLR,XL
ENSG00000124486 USP9X XLR,XLD,XL
ENSG00000215301 DDX3X XLR,XLD,XL
ENSG00000188937 NYX XLR,XL
ENSG00000147044 CASK XLD,XL
ENSG00000189221 MAOA XLR,XL
ENSG00000124479 NDP XLR,XL
ENSG00000147050 KDM6A XLD,XL
ENSG00000102218 RP2 XLR,XL
ENSG00000147123 NDUFB11 AR,Mi,XLD,XL
ENSG00000182872 RBM10 XLR,XL
ENSG00000130985 UBA1 XLR,XL
ENSG00000008056 SYN1 XLR,XLD,XL
ENSG00000126759 CFP XLR,XL
ENSG00000068438 FTSJ1 XLR,XL
ENSG00000102312 PORCN XLD,XL
ENSG00000147155 EBP XLR,XLD,XL
ENSG00000015285 WAS XLR,XL
ENSG00000102145 GATA1 XLR,XL
ENSG00000094631 HDAC6 XLD,XL
ENSG00000102103 PQBP1 XLR,XL
ENSG00000102100 SLC35A2 Smo,XLD,XL
ENSG00000196998 WDR45 XLD,XL
ENSG00000102003 SYP XLD,XL
ENSG00000102001 CACNA1F XLR,XL
ENSG00000101997 CCDC22 XLR,XL
ENSG00000049768 FOXP3 XLR,AR,XL
ENSG00000273820 None XLR,XL
ENSG00000171365 CLCN5 XLR,XL
ENSG00000158352 SHROOM4 XL
ENSG00000126012 KDM5C XLR,XL
ENSG00000124313 IQSEC2 XLD,XL
ENSG00000072501 SMC1A XLD,XL
ENSG00000072506 HSD17B10 XLR,XLD,XL
ENSG00000086758 HUWE1 XL
ENSG00000172943 PHF8 XLR,XL
ENSG00000158526 TSR2 XLR,XL
ENSG00000102302 FGD1 XLR,XL
ENSG00000085224 ATRX XLR,XL
ENSG00000102316 MAGED2 XLR,XL
ENSG00000158578 ALAS2 XLR,XLD,XL
ENSG00000188021 UBQLN2 XLD,XL
ENSG00000198455 ZXDB XL
ENSG00000198205 ZXDA XL
ENSG00000131089 ARHGEF9 XLR,XL
ENSG00000184675 AMER1 XLD,XL
ENSG00000126970 ZC4H2 XLR,XL
ENSG00000001497 LAS1L XLR,XL
ENSG00000147065 MSN XLR,XL
ENSG00000169083 AR AD,XLR,XL
ENSG00000079482 OPHN1 XLR,XL
ENSG00000090776 EFNB1 XLD,XL
ENSG00000158813 EDA XLR,XLD,XL
ENSG00000089289 IGBP1 XLR,XL
ENSG00000090889 KIF4A XLR,XL
ENSG00000082458 DLG3 XLR,XL
ENSG00000120498 TEX11 XLR,XL
ENSG00000147168 IL2RG XLR,XL
ENSG00000184634 MED12 XLR,XL
ENSG00000196338 NLGN3 IC,Mu,XL
ENSG00000169562 GJB1 XLD,XL
ENSG00000147140 NONO XL
ENSG00000147133 TAF1 XLR,XL
ENSG00000243468 INGX XL
ENSG00000198034 RPS4X XL
ENSG00000147099 HDAC8 XLD,XL
ENSG00000067177 PHKA1 XLR,XL
ENSG00000147100 SLC16A2 XLD,XL
ENSG00000131263 RLIM XLR,XL
ENSG00000050030 KIAA2022 XLR,XL
ENSG00000131269 ABCB7 XLR,XL
ENSG00000102383 ZDHHC15 XLD,XL
ENSG00000196468 FGF16 XLR,XL
ENSG00000085224 ATRX XLR,XLD,XL
ENSG00000102158 MAGT1 XL
ENSG00000131174 COX7B XLD,XL
ENSG00000165240 ATP7A XLR,XL
ENSG00000102144 PGK1 XLR,XL
ENSG00000122145 TBX22 XL
ENSG00000165288 BRWD3 XLR,XL
ENSG00000196767 POU3F4 XLR,XL
ENSG00000147180 ZNF711 XL
ENSG00000188419 CHM XLD,XL
ENSG00000153779 TGIF2LX XL
ENSG00000102290 PCDH11X XL
ENSG00000165194 PCDH19 XL
ENSG00000102359 SRPX2 XL
ENSG00000182489 XKRX XL
ENSG00000126953 TIMM8A XLR,XL
ENSG00000010671 BTK XLR,XL
ENSG00000102393 GLA XL
ENSG00000126945 HNRNPH2 XLD,XL
ENSG00000126947 ARMCX1 XL
ENSG00000102401 ARMCX3 XL
ENSG00000184867 ARMCX2 XL
ENSG00000133169 BEX1 XL
ENSG00000133134 BEX2 XL
ENSG00000123560 PLP1 XLR,XL
ENSG00000080572 PIH1D3 XLR,XL
ENSG00000147224 PRPS1 XLR,XL
ENSG00000080561 MID2 XLR,XL
ENSG00000197565 COL4A6 XLR,XL
ENSG00000188153 COL4A5 XLD,XL
ENSG00000068366 ACSL4 XLD,XL
ENSG00000101935 AMMECR1 XLR,XL
ENSG00000101938 CHRDL1 XLR,XL
ENSG00000077264 PAK3 XLR,XL
ENSG00000077279 DCX XL
ENSG00000101901 ALG13 XLD,XL
ENSG00000102024 PLS3 XLD,XL
ENSG00000077721 UBE2A XLR,XL
ENSG00000125351 UPF3B XLR,XL
ENSG00000125352 RNF113A XLD,XL
ENSG00000125356 NDUFA1 AR,Mi,XLD,XL
ENSG00000005893 LAMP2 XLD,XL
ENSG00000158290 CUL4B XLR,XL
ENSG00000182890 GLUD2 IC,Mu
ENSG00000125675 GRIA3 XLR,XL
ENSG00000125676 THOC2 XLR,XL
ENSG00000101966 XIAP XL
ENSG00000183918 SH2D1A XLR,XL
ENSG00000122126 OCRL XLR,XL
ENSG00000188706 ZDHHC9 XL
ENSG00000156709 AIFM1 XLR,XL
ENSG00000147255 IGSF1 XLR,XL
ENSG00000165694 FRMD7 XL
ENSG00000147257 GPC3 XLR,XL
ENSG00000156531 PHF6 XLR,XL
ENSG00000165704 HPRT1 XLR,XL
ENSG00000198689 SLC9A6 XLD,XL
ENSG00000022267 FHL1 XLR,XLD,XL
ENSG00000102245 CD40LG XLR,XL
ENSG00000129675 ARHGEF6 XLR,XL
ENSG00000147274 RBMX XLR,XL
ENSG00000156925 ZIC3 XLR,XL
ENSG00000101981 F9 AD,XLR,XL
ENSG00000134595 SOX3 XL
ENSG00000102081 FMR1 XLD,XL
ENSG00000155966 AFF2 XLR,XL
ENSG00000010404 IDS XLR,XL
ENSG00000013619 MAMLD1 XLR,XL
ENSG00000171100 MTM1 XLR,XL
ENSG00000029993 HMGB3 XL
ENSG00000160131 VMA21 XLR,XL
ENSG00000147383 NSDHL XLR,XLD,XL
ENSG00000182492 BGN XLR,XL
ENSG00000067842 ATP2B3 XLR,XL
ENSG00000262919 FAM58A XLD,XL
ENSG00000130821 SLC6A8 XLR,XL
ENSG00000185825 BCAP31 XLR,XL
ENSG00000101986 ABCD1 XLR,XL
ENSG00000180879 SSR4 XLR,XL
ENSG00000198910 L1CAM XLR,XL
ENSG00000126895 AVPR2 XLR,XL
ENSG00000102030 NAA10 XLR,XLD,XL
ENSG00000172534 HCFC1 XLR,XL
ENSG00000169057 MECP2 IC,Mu,XLR,XLD,XL
ENSG00000102076 OPN1LW XLR,XL
ENSG00000268221 OPN1MW XLR,XL
ENSG00000196924 FLNA XLR,XLD,XL
ENSG00000102119 EMD XLR,XL
ENSG00000147403 RPL10 XL
ENSG00000102125 TAZ XLR,XL
ENSG00000071553 ATP6AP1 XLR,XL
ENSG00000203879 GDI1 XLD,XL
ENSG00000160211 G6PD AD,XLR,XL
ENSG00000269335 IKBKG XLR,XLD,XL
ENSG00000130826 DKC1 XLR,XL
ENSG00000185010 F8 XLR,XL
ENSG00000155961 RAB39B XLR,XL
ENSG00000155962 CLIC2 XLR,XL
ENSG00000185973 TMLHE XLR,XL
ENSG00000185960 SHOX YL,AD,AR
ENSG00000205755 CRLF2 YL
ENSG00000169093 ASMTL YL
ENSG00000129824 RPS4Y1 YL
ENSG00000067646 ZFY YL
ENSG00000176679 TGIF2LY YL
ENSG00000092377 TBL1Y YL
ENSG00000099725 PRKY YL
ENSG00000258992 TSPY1 YL
ENSG00000114374 USP9Y YL
ENSG00000067048 DDX3Y YL
ENSG00000165246 NLGN4Y YL
ENSG00000172468 HSFY1 YL
ENSG00000280969 None YL
ENSG00000215560 TTTY5 YL
ENSG00000131538 TTTY6 YL
ENSG00000169789 PRY YL
ENSG00000228240 TTTY17A YL
ENSG00000226906 TTTY4 YL
ENSG00000239533 GOLGA2P2Y YL
ENSG00000240450 CSPG4P1Y YL
ENSG00000231141 TTTY3 YL
